Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Senator Roger Wicker,SenatorWicker,158401580882385,GOVERNMENT_OFFICIAL,,Proudly serving the great state of Mississippi. I want to hear from you. Contact my office at http://wicker.senate.gov.,2015-02-21 00:50:03 CET,13658,63571,2021-04-22 21:06:01 CEST,2021-04-22,21:06:01,Native Video,239,84,105,7,4,0,31,0,6,2,owned,Yes,2373,2410,0,00:04:12,https://www.facebook.com/158401580882385/posts/3829331940455979,"Republicans are working on an infrastructure solution that is good for the nation. Today, we sent our proposal to the White House that takes the part of the Presidents’ plan that addresses what most Americans agree is REAL infrastructure. This is the way to accomplish something for the American people.",https://www.facebook.com/SenatorWicker/videos/211042540458710/,,,,,,,,1.93
Senator Mitt Romney,senatorromney,928804590643880,GOVERNMENT_OFFICIAL,US,official page of Utah Senator Mitt Romney,2018-12-24 18:03:33 CET,8869948,8451173,2021-04-14 03:39:23 CEST,2021-04-14,03:39:23,Photo,"13,163",5504,2779,439,296,21,30,2386,65,1643,,-,0,0,0,N/A,https://www.facebook.com/928804590643880/posts/1595959163928416,"Officer Billy Evans died a hero, protecting our nation’s Capitol—the home of our democracy. Keeping his children, Abigail and Logan, his loved ones, and his fellow USCP officers in my prayers. Rest in peace, Officer Evans. We will never forget your sacrifice.",https://www.facebook.com/senatorromney/photos/a.931095507081455/1595959087261757/?type=3,,,,,,,,1.93
"Senator Roger Marshall, M.D.",RogerMarshallMD,232404617204556,GOVERNMENT_OFFICIAL,US,"Senator Roger Marshall, M.D. (R) is a U.S. Senator for the State of Kansas
",2017-01-06 15:19:01 CET,49234,54075,2021-04-14 20:56:45 CEST,2021-04-14,20:56:45,Link,"1,820",847,651,44,135,4,119,0,17,3,,-,0,0,0,N/A,https://www.facebook.com/232404617204556/posts/1214935132284828,,https://www.kansascity.com/news/politics-government/national-politics/article250664804.html,,,"‘I was sent here to protect Kansas values,’ Marshall declares in first major Senate speech","Kansas Republican Sen. Roger Marshall covered a range of issues during his ""maiden speech"" in the Senate, including his opposition to political correctness.",,,,1.92
Senator Cindy Hyde-Smith,SenatorCindyHydeSmith,356016438218393,GOVERNMENT_OFFICIAL,US,Cindy Hyde-Smith was Agriculture and Commerce Commissioner before being elected as the first woman to represent Mississippi in Congress.,2019-01-16 17:49:37 CET,21483,30411,2021-04-16 15:40:02 CEST,2021-04-16,15:40:02,Link,252,150,48,30,4,1,4,4,10,1,,-,0,0,0,N/A,https://www.facebook.com/356016438218393/posts/1078615702625126,,https://www.washingtonpost.com/opinions/mr-president-your-misinformation-on-georgias-voting-law-is-dangerous/2021/04/14/59b8a53c-9d4f-11eb-9d05-ae06f4529ece_story.html,,,"Opinion | Mr. President, your misinformation on Georgia’s voting law is dangerous","Let’s turn down the rhetoric, both on the left and the right, and make elections boring again.",,,,1.92
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1355157,1738230,2021-04-26 16:39:35 CEST,2021-04-26,16:39:35,Link,"19,916",15534,2105,1413,133,29,229,74,379,20,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3852045864907685,Court packing is a threat to our fundamental freedoms. https://thehill.com/opinion/judiciary/549966-americans-agree-court-packing-is-dangerous,https://thehill.com/opinion/judiciary/549966-americans-agree-court-packing-is-dangerous,,,Americans agree: Court packing is dangerous,"If Biden and Congress move ahead with expanding the Supreme Court, most Americans will not be on their side.",,,,1.92
Tim Scott,votetimscott,349068689306,POLITICIAN,US,Honored to serve the citizens of South Carolina. http://www.votetimscott.com,2014-09-17 21:47:17 CEST,169244,192834,2021-04-11 16:12:00 CEST,2021-04-11,16:12:00,Photo,"6,603",4397,307,677,1141,2,6,1,0,72,,-,0,0,0,N/A,https://www.facebook.com/349068689306/posts/10160753924219307,“Love must be sincere. Hate what is evil; cling to what is good.” Romans 12:9,https://www.facebook.com/votetimscott/photos/a.448427444306/10160753921759307/?type=3,,Romans 12:9 Love must be sincere. Hate what is evil; cling to what is good. TIM SCOTT U.S. SENATE,,,,,,1.92
Sen. Marsha Blackburn,marshablackburn,6470828395,GOVERNMENT_OFFICIAL,US,"Washington D.C.
B40B Dirksen Senate Office Building
Washington, DC 20510
Telephone (202) 224-3344

Chattanooga
10 West M. L. King Blvd., 6th Floor
Chattanooga, TN 37402
Telephone (423) 541-2939
 
Jackson
91 Stonebridge Blvd, Suite 103
Jackson, TN 38305
Telephone (731) 660-3971
 
Knoxville
800 Market Street, Suite 121
Knoxville, TN 37902
Telephone (865) 540-3781
 
Memphis
100 Peabody Place, Suite 1125
Memphis, TN 38103
Telephone (901) 527-9199
 
Tri-Cities
1105 East Jackson Blvd, Suite 4
Jonesborough, TN 37659
Telephone (423) 753-4009
 
Nashville
3322 West End Avenue Suite 610
Nashville, TN  37203
Phone: (629) 800-6600
Fax: (615) 298-2148",2013-04-09 00:41:56 CEST,92226,131726,2021-04-29 03:18:26 CEST,2021-04-29,03:18:26,Status,"6,012",1877,1534,605,11,36,182,307,1456,4,,-,0,0,0,N/A,https://www.facebook.com/6470828395/posts/10159149475548396,Biden’s plan is a total government takeover.,,,,,,,,,1.92
Senator Jim Inhofe,jiminhofe,55018309421,GOVERNMENT_OFFICIAL,US,"Senator Jim Inhofe is consistently ranked the top Senate Conservative by National Journal, Human Events and others.",2013-04-09 00:41:34 CEST,37879,96923,2021-04-15 17:06:32 CEST,2021-04-15,17:06:32,Photo,"1,252",378,431,296,10,8,80,1,46,2,,-,0,0,0,N/A,https://www.facebook.com/55018309421/posts/10158238644694422,"This week, Senator James Lankford, Congressman Frank Lucas and I urged President Biden to support jobs in Hinton, Okla., and suspend his executive order to close down prisons, including the important Great Plains Correctional Institution, located in Hinton. Read the full letter below ⬇️",https://www.facebook.com/jiminhofe/photos/a.483826079421/10158238644249422/?type=3,,,,,,,,1.91
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24201,61630,2021-04-27 17:51:07 CEST,2021-04-27,17:51:07,Link,801,159,321,76,1,11,45,13,175,0,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1712004478960979,Cozying up to Iran was the mantra of Obama-Biden. The same mentality is sadly playing out with Biden-Harris. Kerry should never be sharing intel about an ally with the largest state sponsor of terrorism. We need accountability—but we also must ensure we don’t repeat the same mistakes with Iran. https://www.foxnews.com/politics/iran-foreign-minister-john-kerry-javad-zarif-israel.amp#click=https://t.co/ksv1gKsHWJ,https://www.foxnews.com/politics/iran-foreign-minister-john-kerry-javad-zarif-israel.amp#click=https://t.co/ksv1gKsHWJ,,,Iran's foreign minister says John Kerry told him about Israeli covert operations in Syria,Iranian foreign minister Mohammad Javad Zarif claimed in leaked audio that then-Secretary of State John Kerry informed him of more than 200 Israeli operations in Syria.,,,,1.91
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24168,61604,2021-04-20 02:56:50 CEST,2021-04-20,02:56:50,Link,810,243,438,27,7,1,42,42,6,4,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1706406886187405,Children are tragically being trafficked across the border by illegal immigrants who falsely claim they are related. This needs to stop—for the wellbeing of these children and the security of our nation—and I’m working to do that. https://www.ernst.senate.gov/public/index.cfm/2021/3/ernst-joins-effort-to-help-prevent-child-trafficking-at-southern-border,https://www.ernst.senate.gov/public/index.cfm/2021/3/ernst-joins-effort-to-help-prevent-child-trafficking-at-southern-border,,,Ernst Joins Effort to Help Prevent Child Trafficking at Southern Border,WASHINGTON—U.S. Senator Joni Ernst (R-Iowa) helped introduced legislation to combat asylum fraud and protect children arriving at the border from falling victim to human trafficking. The End Child Trafficking Now Act of 2021 requires DNA testing to determine the familial relationship between a...,,,,1.91
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1106181,1099722,2021-04-16 16:01:09 CEST,2021-04-16,16:01:09,Video,"4,212",3128,373,160,368,7,28,13,9,126,,-,0,0,0,N/A,https://www.facebook.com/297200417819561/posts/809092713296993,"The hatred, pain, and hurt being inflicted on the AAPI community is unacceptable and it demands not just words of condemnation, but action. We must urgently work to pass the COVID-19 Hate Crimes Act into law—and call on our colleagues to join us.",https://www.cbsnews.com/news/hate-crime-bill-asian-americans-democrats-pressure-republicans/,,,Democrats pressure Republicans to support Asian-American hate crimes bill,"The Senate will take up the COVID-19 Hate Crimes Act this week, although it is unclear whether it will receive GOP support.",,,,1.91
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1359823,1743253,2021-05-03 19:37:52 CEST,2021-05-03,19:37:52,Status,"45,845",31529,3695,4592,5133,56,594,28,144,74,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3871729829605955,"I applaud Texas legislators today for taking a strong stand against woke corporations and putting Main Street over Wall Street. In the past few years, we've seen a dangerous shift in America. Powerful CEOs have made the decision to use their companies to enforce the political agenda of today's Democratic Party, which is controlled by the radical Left. Big Business isn't just wielding its power to stop Republican voting rights bills in Georgia and Texas, they're also trying to punish the oil and gas industry to toe the Left's line on climate change. SB 13 would protect Texas jobs against the woke mob and I am particularly thankful to the bill sponsors, Sen. Brian Birdwell and Rep. Phil King, for their leadership. As they have said, ‘If you boycott Texas energy, Texas will boycott you.' For too long, Republicans have turned a blind eye to corporate America's pandering to the Left. No more. Texas isn't going to sit back and allow Wall Street and Big Business to destroy the ""American energy industry and millions of jobs across Texas and the nation with it. There are 9,000 independent oil and gas companies in the United States that support 4.5 million jobs. In Texas, tax revenue from the oil and natural gas sector totaled $14 billion in state and local taxes as well as state royalties in 2020, helping fund our roads and schools. And for Big Business to discriminate against the fossil fuel industry in the name of climate change is ridiculous-the United States has led the world in emissions reductions. Big Business needs to leave politics aside and do their jobs. In Texas, we're going to make sure that happens.",,,,,,,,,1.9
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29192,55328,2021-05-07 19:32:25 CEST,2021-05-07,19:32:25,Photo,605,422,96,1,81,1,0,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/8057864757/posts/10159211191264758,Our granddaughter is growing fast! Today is birthday #6 for her. Charlie and I are so excited to be spending it with her today at home! 🎂 🥳 🎉,https://www.facebook.com/senshelley/photos/a.10151895746984758/10159211190739758/?type=3,,,Photos from Senator Shelley Moore Capito's post,,,,,1.9
Senator John Thune,SenJohnThune,354322375397211,GOVERNMENT_OFFICIAL,US,"John Thune grew up in Murdo, South Dakota. His interest in politics was sparked at a young age after making five of six free throws during a freshman high school basketball game. He was later greeted by a spectator who said, “I noticed you missed one.” That spectator happened to be well-known sports enthusiast and South Dakota U.S. Representative Jim Abdnor. The introduction was the start of a friendship that ignited John’s career in public service.

John received his undergraduate degree at Biola University and his Master’s degree in Business Administration from the University of South Dakota. Upon completion of his Master’s Degree in 1984, he married Kimberley Weems, a native of Doland, South Dakota.

John’s attraction to public service took him to Washington, D.C. to work for that sports enthusiast and then-U.S. Senator Jim Abdnor. He then served at the Small Business Administration under an appointment from President Ronald Reagan.

In 1989, John and his family returned to South Dakota, where he served as the Executive Director of the South Dakota Republican Party. In 1991, Governor George S. Mickelson appointed him the State Railroad Director, a position he held until 1993, when he became Executive Director of the South Dakota Municipal League.

In 1996, with a shoestring budget and the support of family and friends, John won his first term as South Dakota’s lone member of the U.S. House of Representatives. John was reelected to a second term by the largest margin in South Dakota history. He returned again to Washington in 2001 to serve his third term in the House.

John then honored his 1996 campaign pledge to serve only three terms in the U.S. House of Representatives. After a narrow loss in a U.S. Senate race in 2002, he won his current U.S. Senate seat in 2004, when he made history by defeating a sitting U.S. Senate party leader for the first time in 52 years.

In 2010, John was elected to serve a second term in the U.S. Senate in a rare unopposed race. He was only the third Republican and the only South Dakotan to run unopposed for the U.S. Senate since direct elections were created in 1913. John was elected to a third term in 2016.

For the 116th Congress, Senator Thune serves on the Agriculture, Nutrition, and Forestry Committee; the Commerce, Science, and Transportation Committee; and the Finance Committee. Thune currently serves as the Senate Republican Whip, the number two position in Senate Republican leadership, and has previously served as Chairman of the Senate Republican Policy Committee from 2009–2011 and Chairman of the Senate Republican Conference from 2012-2018.

John and his wife Kimberley live in Sioux Falls, South Dakota, and they have two grown daughters and three grandchildren. In his free time, John enjoys spending time with his family, pheasant hunting, and running.",2019-02-05 20:47:41 CET,90493,92457,2021-04-29 04:33:31 CEST,2021-04-29,04:33:31,Native Video,"1,050",530,374,62,10,0,42,6,25,1,owned,Yes,10243,11350,0,00:01:49,https://www.facebook.com/354322375397211/posts/940275256801917,"South Dakotans know the difference between talk & action. We’re no-nonsense people. Sadly, that’s exactly what we just heard from President Biden – a lot of nonsense. There are places bipartisanship is possible, but so far this admin has made little to no effort to work with Republicans. If President Biden sincerely wants to work with Republicans to build a better future for every American, he won’t find a more willing partner. But we’re not going to sign off on the radical liberal policies that he's pushed so far. If the president continues to pursue a costly and one-sided agenda, he can expect fierce opposition from me and my Republican colleagues. My thoughts on President Joe Biden's address 👇🏻",https://www.facebook.com/SenJohnThune/videos/496374981490289/,,,Thune Responds to President Biden’s Joint Session Address,,,,,1.9
Senator Todd Young,SenatorToddYoung,186203844738421,GOVERNMENT_OFFICIAL,US,Representing Indiana in the U.S. Senate,2014-09-19 23:31:11 CEST,46922,100228,2021-05-01 15:00:05 CEST,2021-05-01,15:00:05,Link,739,371,230,52,36,8,17,9,13,3,,-,0,0,0,N/A,https://www.facebook.com/186203844738421/posts/6041562312535849,"To date, at least 1 million Uyghur Muslims have been put into what China has called ""reeducation"" camps where they have been beaten and tortured. We must send a message to Beijing by enforcing a diplomatic boycott of the Beijing 2022 Olympic Games. Story via The Hill:",https://thehill.com/homenews/senate/550466-gop-senator-supports-diplomatic-boycott-of-2022-olympics-in-beijing,,,GOP senator supports 'diplomatic boycott' of 2022 Olympics in Beijing,GOP Sen.,,,,1.89
Senator John Kennedy,SenatorJohnKennedy,915504505253663,GOVERNMENT_OFFICIAL,US,U.S. Senator working on behalf of the people of Louisiana,2017-01-06 23:00:07 CET,65984,151446,2021-04-27 04:42:51 CEST,2021-04-27,04:42:51,Native Video,"7,364",4171,649,1549,720,8,237,6,14,10,owned,Yes,39046,50934,0,00:02:37,https://www.facebook.com/915504505253663/posts/2200347923435975,"Cops are necessary. If you support defunding the police, you have tested positive for stupid.",https://www.facebook.com/SenatorJohnKennedy/videos/292931145751261/,,,Kennedy rebukes defunding police movement,,,,,1.89
Senator John Kennedy,SenatorJohnKennedy,915504505253663,GOVERNMENT_OFFICIAL,US,U.S. Senator working on behalf of the people of Louisiana,2017-01-06 23:00:07 CET,65189,149408,2021-04-22 14:47:54 CEST,2021-04-22,14:47:54,Native Video,"7,377",3833,805,1901,640,20,62,32,66,18,owned,Yes,48324,65657,0,00:02:49,https://www.facebook.com/915504505253663/posts/2196458393824928,"No fair-minded person believes cops get up every morning & go to work hoping for the opportunity to hurt someone. That’s nonsense. But the wokeristas really do hate cops & want to defund the police, which will result in an unbelievable impression of hell in our communities.",https://www.facebook.com/SenatorJohnKennedy/videos/940291033455372/,,,04 21 21,,,,,1.89
Senator Tammy Baldwin,senatortammybaldwin,72834737139,GOVERNMENT_OFFICIAL,US,Proudly representing Wisconsin in the United States Senate.,2014-09-19 23:34:56 CEST,54844,123859,2021-04-16 17:34:33 CEST,2021-04-16,17:34:33,Link,"1,928",241,1066,38,2,9,16,365,182,9,,-,0,0,0,N/A,https://www.facebook.com/72834737139/posts/10159269669687140,Another mass shooting and more lives lost to workplace gun violence. I won't accept this as normal. Congress must show the #CourageToAct.,https://www.indystar.com/story/news/crime/2021/04/16/fedex-shooting-indianapolis/7249099002/,,,"8 dead, more injured in shooting at FedEx facility near the Indianapolis airport","Eight people died and more were injured in a shooting at the FedEx Ground facility in Indianapolis, Indiana.",,,,1.89
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21730,34278,2021-04-12 19:38:14 CEST,2021-04-12,19:38:14,Link,"1,625",829,470,107,92,5,79,5,33,5,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2376944639116805,Outrageous that while millions of American workers are hurting & while we’re in the midst of the #BidenBorderCrisis states are handing out free $$$ to illegal immigrants. We shouldn’t be rewarding Joe Biden’s open border policies—we should be fixing them. That’s why I’m intro’ing a bill to stop taxpayer dollars from going to any state that is providing payments to illegal immigrants. Americans must come first.,https://t.co/lNfDtID9Rj,https://www.foxnews.com/politics/ny-stimulus-illegal-immigrants-biden-spending-bill-daines,,GOP Sen. Daines: No Biden spending bill funding should go to states that give money to illegal immigrants,"Sen. Steve Daines, R-Mont., announced he will introduce a bill to prevent funds in President Biden’s $1.9 trillion infrastructure spending bill from going to states that give stimulus payments to illegal immigrants",,,,1.89
Senator Chuck Grassley,grassley,106480645796,GOVERNMENT_OFFICIAL,US,"Senator Chuck Grassley is the senior senator from Iowa. He is the chairman of the Senate Finance Committee and is also President Pro Tempore of the U.S. Senate. 

Senator Grassley puts the needs of Iowans first. That’s why, every year since joining the Senate, Senator Grassley’s held meetings in each of the state’s 99 counties. While in Washington, he reserves time each day to meet with constituents. Iowans always set the agenda.

If you're an Iowan and would like a response from Senator Grassley to your question or comment or to schedule a meeting, please visit his official website.
",2013-04-09 00:41:24 CEST,44402,74483,2021-04-21 20:05:02 CEST,2021-04-21,20:05:02,Photo,"1,272",472,517,127,9,7,120,11,8,1,,-,0,0,0,N/A,https://www.facebook.com/106480645796/posts/10159252229335797,"Justice Stephen Breyer and the late Justice Ruth Bader Ginsburg agreed that packing the court would politicize it and undermine its independence, impartiality and integrity in the eyes of the people.",https://www.facebook.com/grassley/photos/a.10150437772385797/10159252229155797/?type=3,,Justice Stephen Breyer and the late Justice Ruth Bader Ginsburg agreed that packing the court would POLITICIZE IT AND UNDERMINE ITS INTEGRITY IN THE EYES OF THE PEOPLE.,,,,,,1.88
Senator Dan Sullivan,SenDanSullivan,1499142123704271,GOVERNMENT_OFFICIAL,US,The official Facebook page for Senator Dan Sullivan of Alaska.,2015-02-21 00:42:55 CET,15445,34994,2021-05-08 00:51:30 CEST,2021-05-08,00:51:30,Link,308,93,120,28,1,2,33,16,13,2,,-,0,0,0,N/A,https://www.facebook.com/1499142123704271/posts/2928825320735937,"The lackluster April jobs report makes it clear that efforts by Democratic states and the Biden administration to keep our country locked down are crushing America’s economic recovery. Unemployment has risen. The U.S. economy added only 266,000 jobs, widely missing predictions of one million. Nationwide, employers can’t fill open jobs because the government incentivizes Americans to stay home instead of working. And, in our state, the Biden administration’s misguided anti-Alaska policies are preventing responsible resource development, putting our tourism season at risk of yet another lost year, and threatening our economy, businesses, good-paying jobs and hard-working families. Despite this, President Biden and national Democrats are using this dismal report to justify going full steam ahead in their pursuit of trillions more in government spending and raising taxes on American families. The Biden administration is the single biggest threat to our economic recovery and hard working Alaskan families who want economic opportunities – not cradle to grave socialism.",https://cnn.com/2021/05/07/economy/april-jobs-report-pandemic-anniversary/index.html,https://www.cnn.com/2021/05/07/economy/april-jobs-report-pandemic-anniversary/index.html,,Major disappointment: America added way fewer jobs than expected in April,"The pandemic continues to roil America's economy, setting the job market on its head. Employers looking for workers are having trouble finding them, while many laid-off Americans remain on the sidelines waiting for a return to normal. It's a confusing mess that's confounding employers and economists...",,,,1.88
Senator Jim Risch,SenatorJimRisch,500772543609803,GOVERNMENT_OFFICIAL,US,"Proudly serving Idaho in the U.S. Senate. Chairman of Senate Committee on Foreign Relations. Visit my website at www.Risch.Senate.gov.

Profane, derogatory, and comments with obscenities will be deleted. ",2017-08-22 18:23:24 CEST,3513,12652,2021-05-01 00:00:03 CEST,2021-05-01,00:00:03,Photo,294,187,33,11,54,2,0,0,0,7,,-,0,0,0,N/A,https://www.facebook.com/500772543609803/posts/1457343081286073,"Karl Zimmerman, a World War II Veteran from Iowa, sent a pen to each U.S. Senator made of wood from a tree in their home state. Even in retirement, our veterans continue to give back to their communities. Thank you for the gift, and God bless you, Karl.",https://www.facebook.com/SenatorJimRisch/photos/a.501210816899309/1457342001286181/?type=3,,,,,,,,1.87
Senator Deb Fischer,senatordebfischer,531623656856934,GOVERNMENT_OFFICIAL,US,"U.S. Senator and rancher from Cherry County, Nebraska",2014-09-19 23:34:13 CEST,12426,37365,2021-05-07 02:47:34 CEST,2021-05-07,02:47:34,Status,668,201,318,49,0,13,41,3,41,2,,-,0,0,0,N/A,https://www.facebook.com/531623656856934/posts/4213784878640775,"Today the U.S. Department of the Interior outlined the Biden administration’s 30x30 proposal for the federal government to conserve 30% of the land by 2030. Despite the lofty principles in this report, we are still nowhere closer to understanding how the administration will accomplish this. While the administration has made efforts recently to take into account feedback from land owners, farmers, and ranchers, this should have been done prior to announcing the proposal in January. Nebraskans are worried about this proposal and need information as to how these principles will be implemented. I will continue to work to ensure Nebraskans have a seat at the table throughout this process, and that their personal property rights are protected.",,,,,,,,,1.87
John Cornyn,johncornyn,355316521236121,POLITICIAN,US,"Official campaign page for Texans for Senator John Cornyn, Inc.
On Twitter: https://twitter.com/teamcornyn
",2014-09-16 14:47:21 CEST,446895,421592,2021-04-30 20:32:01 CEST,2021-04-30,20:32:01,Link,"3,123",2455,168,158,233,14,41,13,29,12,,-,0,0,0,N/A,https://www.facebook.com/355316521236121/posts/3361867160581027,❌ Radical spending proposals. ❌ Socialist policies. ❌ Direct attacks on the U.S. Constitution.,https://www.nationalreview.com/news/tim-scott-accuses-biden-of-abandoning-bipartisan-promise-this-is-not-common-ground/,,,Tim Scott Accuses Biden of Abandoning Bipartisan Promise: ‘This Is Not Common Ground’ | National Review,Scott faulted Democrats for failing to include a provision in their COVID-relief bill requiring schools to re-open.,,,,1.87
Senator Deb Fischer,senatordebfischer,531623656856934,GOVERNMENT_OFFICIAL,US,"U.S. Senator and rancher from Cherry County, Nebraska",2014-09-19 23:34:13 CEST,12418,37400,2021-04-15 20:14:14 CEST,2021-04-15,20:14:14,Native Video,396,112,205,12,4,1,29,3,30,0,owned,Yes,3913,4004,0,00:02:00,https://www.facebook.com/531623656856934/posts/4152214131464517,Actual infrastructure has always been an area where both parties could work together. We can do it again now. The White House’s proposal goes well beyond any definition of infrastructure and uses a major tax increase to pay for it.,https://www.facebook.com/senatordebfischer/videos/1230440784054946/,,,Infrastructure Press Conference,,,,,1.86
Senator Roger Wicker,SenatorWicker,158401580882385,GOVERNMENT_OFFICIAL,,Proudly serving the great state of Mississippi. I want to hear from you. Contact my office at http://wicker.senate.gov.,2015-02-21 00:50:03 CET,13626,63570,2021-04-11 21:00:00 CEST,2021-04-11,21:00:00,Native Video,229,44,128,21,1,1,2,3,28,1,owned,Yes,2140,2221,0,00:02:04,https://www.facebook.com/158401580882385/posts/3797847826937724,It should be no surprise that caravan after caravan of immigrants has attempted to cross our southern border. Joe Biden and Kamala Harris told the world during their campaign that the border would be open. Yet they still refuse to address this situation as a crisis.,https://www.facebook.com/SenatorWicker/videos/477279923421654/,,,Wicker Discusses Immigration Crisis on WLOX Biloxi,,,,,1.85
John Barrasso,johnbarrasso,21146775942,GOVERNMENT_OFFICIAL,US,Welcome to my official Facebook page. Please review my facebook comments policy here: http://barrasso.senate.gov/public/_files/Facbook_Comments_Policy.pdf,2013-04-09 00:41:38 CEST,16952,28718,2021-04-27 19:40:48 CEST,2021-04-27,19:40:48,Photo,551,339,150,20,11,0,24,4,3,0,,-,0,0,0,N/A,https://www.facebook.com/21146775942/posts/10159014843550943,It was a great honor to welcome Governor Mark Gordon to our Senate Energy and Natural Resources Committee for a hearing on federal oil and gas leasing. He testified before the committee on combatting the Biden administration’s illegal ban on oil and gas lease sales on federal lands.,https://www.facebook.com/johnbarrasso/photos/a.10154862568790943/10159014841640943/?type=3,,,Photos from John Barrasso's post,,,,,1.84
Senator Ron Johnson,senronjohnson,186181661410703,GOVERNMENT_OFFICIAL,US,Proudly serving the great state of Wisconsin in the United States Senate. Posts from Ron will be signed -rj. ,2014-09-19 23:34:55 CEST,38014,76206,2021-05-05 22:59:04 CEST,2021-05-05,22:59:04,Link,"3,006",510,1493,184,12,34,420,18,333,2,,-,0,0,0,N/A,https://www.facebook.com/186181661410703/posts/4516626471699512,Once again the Biden administration is lying to the public about the crisis it created at the border. This graph (in comments below) on weekly apprehensions proves their dishonesty. Will the biased media challenge their false narrative? Don’t hold your breath.,https://dailycaller.com/2021/05/04/jen-psaki-blamed-donald-trump-administration-influx-migrants-southern-border/,,,This is a re-share of a post,Psaki playing the blame game...,,,,1.84
